Date,NVDA
2020-11-03,12.981511116027832
2020-11-04,13.754000663757324
2020-11-05,14.118682861328125
2020-11-06,14.519508361816406
2020-11-09,13.590978622436523
2020-11-10,12.732738494873047
2020-11-11,13.3788480758667
2020-11-12,13.417485237121582
2020-11-13,13.258200645446777
2020-11-16,13.475815773010254
2020-11-17,13.383086204528809
2020-11-18,13.389566421508789
2020-11-19,13.401032447814941
2020-11-20,13.049562454223633
2020-11-23,13.10166072845459
2020-11-24,12.919941902160645
2020-11-25,13.196133613586426
2020-11-27,13.222555160522461
2020-11-30,13.362395286560059
2020-12-01,13.350929260253906
2020-12-02,13.504979133605957
2020-12-03,13.360858917236328
2020-12-04,13.522683143615723
2020-12-07,13.57105541229248
2020-12-08,13.314980506896973
2020-12-09,12.896828651428223
2020-12-10,12.938220024108887
2020-12-11,12.97911262512207
2020-12-14,13.273836135864258
2020-12-15,13.325450897216797
2020-12-16,13.20776081085205
2020-12-17,13.306251525878906
2020-12-18,13.2371826171875
2020-12-21,13.297277450561523
2020-12-22,13.24341869354248
2020-12-23,12.975122451782227
2020-12-24,12.959661483764648
2020-12-28,12.866159439086914
2020-12-29,12.909296989440918
2020-12-30,13.1112642288208
2020-12-31,13.020753860473633
2021-01-04,13.07909870147705
2021-01-05,13.369585037231445
2021-01-06,12.58140754699707
2021-01-07,13.308995246887207
2021-01-08,13.241921424865723
2021-01-11,13.58576488494873
2021-01-12,13.449377059936523
2021-01-13,13.496252059936523
2021-01-14,13.165621757507324
2021-01-15,12.825766563415527
2021-01-19,12.991082191467285
2021-01-20,13.330689430236816
2021-01-21,13.831122398376465
2021-01-22,13.67652702331543
2021-01-25,13.61743450164795
2021-01-26,13.400004386901855
2021-01-27,12.88386344909668
2021-01-28,13.016762733459473
2021-01-29,12.955673217773438
2021-02-01,13.202276229858398
2021-02-02,13.521186828613281
2021-02-03,13.495006561279297
2021-02-04,13.62840461730957
2021-02-05,13.55534839630127
2021-02-08,14.40087604522705
2021-02-09,14.225833892822266
2021-02-10,14.725519180297852
2021-02-11,15.210741996765137
2021-02-12,14.922001838684082
2021-02-16,15.290034294128418
2021-02-17,14.866897583007812
2021-02-18,14.790101051330566
2021-02-19,14.887344360351562
2021-02-22,14.31809139251709
2021-02-23,14.104898452758789
2021-02-24,14.46096420288086
2021-02-25,13.272589683532715
2021-02-26,13.678523063659668
2021-03-01,13.805438995361328
2021-03-02,13.371081352233887
2021-03-03,12.771159172058105
2021-03-04,12.337799072265625
2021-03-05,12.428810119628906
2021-03-08,11.562836647033691
2021-03-09,12.491716384887695
2021-03-10,12.439836502075195
2021-03-11,12.963885307312012
2021-03-12,12.826700210571289
2021-03-15,13.161187171936035
2021-03-16,13.26095962524414
2021-03-17,13.310845375061035
2021-03-18,12.693503379821777
2021-03-19,12.816473960876465
2021-03-22,13.156197547912598
2021-03-23,13.040961265563965
2021-03-24,12.614184379577637
2021-03-25,12.506680488586426
2021-03-26,12.809988021850586
2021-03-29,12.918740272521973
2021-03-30,12.842416763305664
2021-03-31,13.317828178405762
2021-04-01,13.7802734375
2021-04-05,13.9556245803833
2021-04-06,13.82990837097168
2021-04-07,14.11126708984375
2021-04-08,14.284369468688965
2021-04-09,14.367182731628418
2021-04-12,15.174337387084961
2021-04-13,15.643765449523926
2021-04-14,15.242182731628418
2021-04-15,16.10047149658203
2021-04-16,15.87623405456543
2021-04-19,15.326738357543945
2021-04-20,15.136673927307129
2021-04-21,15.325493812561035
2021-04-22,14.816407203674316
2021-04-23,15.230460166931152
2021-04-26,15.44272518157959
2021-04-27,15.346693992614746
2021-04-28,15.24193286895752
2021-04-29,15.289824485778809
2021-04-30,14.975290298461914
2021-05-03,14.802937507629395
2021-05-04,14.31854248046875
2021-05-05,14.42554759979248
2021-05-06,14.489900588989258
2021-05-07,14.778491973876953
2021-05-10,14.233236312866211
2021-05-11,14.27364444732666
2021-05-12,13.727143287658691
2021-05-13,13.634106636047363
2021-05-14,14.210537910461426
2021-05-17,14.133214950561523
2021-05-18,13.983808517456055
2021-05-19,14.033696174621582
2021-05-20,14.579198837280273
2021-05-21,14.957585334777832
2021-05-24,15.576419830322266
2021-05-25,15.612089157104492
2021-05-26,15.66421890258789
2021-05-27,15.4527006149292
2021-05-28,16.207473754882812
2021-06-01,16.22743034362793
2021-06-02,16.74001121520996
2021-06-03,16.931072235107422
2021-06-04,17.53818702697754
2021-06-07,17.578842163085938
2021-06-08,17.417213439941406
2021-06-09,17.322660446166992
2021-06-10,17.389272689819336
2021-06-11,17.7887020111084
2021-06-14,17.98180389404297
2021-06-15,17.752023696899414
2021-06-16,17.773727416992188
2021-06-17,18.618999481201172
2021-06-18,18.60053062438965
2021-06-21,18.389467239379883
2021-06-22,18.848024368286133
2021-06-23,19.01817512512207
2021-06-24,19.166118621826172
2021-06-25,18.991981506347656
2021-06-28,19.944021224975586
2021-06-29,19.985687255859375
2021-06-30,19.961490631103516
2021-07-01,20.170557022094727
2021-07-02,20.44499397277832
2021-07-06,20.656063079833984
2021-07-07,20.329984664916992
2021-07-08,19.8619441986084
2021-07-09,20.009138107299805
2021-07-12,20.470443725585938
2021-07-13,20.208480834960938
2021-07-14,19.800817489624023
2021-07-15,18.92736053466797
2021-07-16,18.123762130737305
2021-07-19,18.741243362426758
2021-07-20,18.573841094970703
2021-07-21,19.370201110839844
2021-07-22,19.5538272857666
2021-07-23,19.517898559570312
2021-07-26,19.254440307617188
2021-07-27,19.168615341186523
2021-07-28,19.4630126953125
2021-07-29,19.621685028076172
2021-07-30,19.459020614624023
2021-08-02,19.70950698852539
2021-08-03,19.774370193481445
2021-08-04,20.2324275970459
2021-08-05,20.594688415527344
2021-08-06,20.324241638183594
2021-08-09,20.253389358520508
2021-08-10,19.895122528076172
2021-08-11,19.658607482910156
2021-08-12,19.86418914794922
2021-08-13,20.1466064453125
2021-08-16,19.909095764160156
2021-08-17,19.418102264404297
2021-08-18,19.000959396362305
2021-08-19,19.75740623474121
2021-08-20,20.77332305908203
2021-08-23,21.912981033325195
2021-08-24,21.748315811157227
2021-08-25,22.167451858520508
2021-08-26,22.022756576538086
2021-08-27,22.589588165283203
2021-08-30,22.641481399536133
2021-08-31,22.343042373657227
2021-09-01,22.398941040039062
2021-09-02,22.354021072387695
2021-09-03,22.800182342529297
2021-09-07,22.619522094726562
2021-09-08,22.297128677368164
2021-09-09,22.135433197021484
2021-09-10,22.435867309570312
2021-09-13,22.1104793548584
2021-09-14,22.2003116607666
2021-09-15,22.299121856689453
2021-09-16,22.2003116607666
2021-09-17,21.858951568603516
2021-09-20,21.073429107666016
2021-09-21,21.206180572509766
2021-09-22,21.899879455566406
2021-09-23,22.43985939025879
2021-09-24,22.039609909057617
2021-09-27,21.619400024414062
2021-09-28,20.660202026367188
2021-09-29,20.47854232788086
2021-09-30,20.677169799804688
2021-10-01,20.703121185302734
2021-10-04,19.695009231567383
2021-10-05,20.412662506103516
2021-10-06,20.66119956970215
2021-10-07,21.035497665405273
2021-10-08,20.791955947875977
2021-10-11,20.656211853027344
2021-10-12,20.63224983215332
2021-10-13,20.899751663208008
2021-10-14,21.705238342285156
2021-10-15,21.821022033691406
2021-10-18,22.180347442626953
2021-10-19,22.248220443725586
2021-10-20,22.061569213867188
2021-10-21,22.649471282958984
2021-10-22,22.683401107788086
2021-10-25,23.122575759887695
2021-10-26,24.670671463012695
2021-10-27,24.405170440673828
2021-10-28,24.89424705505371
2021-10-29,25.51907730102539
2021-11-01,25.778594970703125
2021-11-02,26.351512908935547
2021-11-03,26.548145294189453
2021-11-04,29.745141983032227
2021-11-05,29.696237564086914
2021-11-08,30.74626350402832
2021-11-09,30.599536895751953
2021-11-10,29.40378189086914
2021-11-11,30.33303451538086
2021-11-12,30.33303451538086
2021-11-15,29.968719482421875
2021-11-16,30.146387100219727
2021-11-17,29.20615005493164
2021-11-18,31.615629196166992
2021-11-19,32.92317199707031
2021-11-22,31.896102905273438
2021-11-23,31.686492919921875
2021-11-24,32.61275863647461
2021-11-26,31.44394874572754
2021-11-29,33.313438415527344
2021-11-30,32.614749908447266
2021-12-01,31.379919052124023
2021-12-02,32.06970977783203
2021-12-03,30.639219284057617
2021-12-06,29.984371185302734
2021-12-07,32.370182037353516
2021-12-08,31.77023696899414
2021-12-09,30.43657684326172
2021-12-10,30.14508819580078
2021-12-13,28.111652374267578
2021-12-14,28.287349700927734
2021-12-15,30.40562629699707
2021-12-16,28.337263107299805
2021-12-17,27.752288818359375
2021-12-20,27.670429229736328
2021-12-21,29.024059295654297
2021-12-22,29.348485946655273
2021-12-23,29.588064193725586
2021-12-27,30.890779495239258
2021-12-28,30.268869400024414
2021-12-29,29.94843292236328
2021-12-30,29.534160614013672
2021-12-31,29.359466552734375
2022-01-03,30.068225860595703
2022-01-04,29.238677978515625
2022-01-05,27.555631637573242
2022-01-06,28.12862777709961
2022-01-07,27.199260711669922
2022-01-10,27.35198974609375
2022-01-11,27.768260955810547
2022-01-12,27.949939727783203
2022-01-13,26.52843475341797
2022-01-14,26.894790649414062
2022-01-18,25.857616424560547
2022-01-19,25.0230770111084
2022-01-20,24.107683181762695
2022-01-21,23.333045959472656
2022-01-24,23.3310489654541
2022-01-25,22.28488540649414
2022-01-26,22.732099533081055
2022-01-27,21.905548095703125
2022-01-28,22.79998016357422
2022-01-31,24.44309425354004
2022-02-01,24.594831466674805
2022-02-02,25.19777488708496
2022-02-03,23.906038284301758
2022-02-04,24.27638816833496
2022-02-07,24.684673309326172
2022-02-08,25.064006805419922
2022-02-09,26.658206939697266
2022-02-10,25.77875328063965
2022-02-11,23.90703582763672
2022-02-14,24.22447967529297
2022-02-15,26.448575973510742
2022-02-16,26.464550018310547
2022-02-17,24.46405601501465
2022-02-18,23.60057258605957
2022-02-22,23.349016189575195
2022-02-23,22.3477725982666
2022-02-24,23.70638656616211
2022-02-25,24.11467170715332
2022-02-28,24.34227180480957
2022-03-01,23.435861587524414
2022-03-02,24.181682586669922
2022-03-03,23.676483154296875
2022-03-04,22.89971351623535
2022-03-07,21.318218231201172
2022-03-08,21.47995948791504
2022-03-09,22.977588653564453
2022-03-10,22.622154235839844
2022-03-11,22.06503677368164
2022-03-14,21.296255111694336
2022-03-15,22.93665313720703
2022-03-16,24.457244873046875
2022-03-17,24.726816177368164
2022-03-18,26.411148071289062
2022-03-21,26.69170379638672
2022-03-22,26.482036590576172
2022-03-23,25.593442916870117
2022-03-24,28.10546112060547
2022-03-25,27.648189544677734
2022-03-28,28.17435646057129
2022-03-29,28.610660552978516
2022-03-30,27.646196365356445
2022-03-31,27.242828369140625
2022-04-01,26.669742584228516
2022-04-04,27.316715240478516
2022-04-05,25.88997459411621
2022-04-06,24.368385314941406
2022-04-07,24.169700622558594
2022-04-08,23.082422256469727
2022-04-11,21.88232421875
2022-04-12,21.469980239868164
2022-04-13,22.167871475219727
2022-04-14,21.224367141723633
2022-04-18,21.748538970947266
2022-04-19,22.16288185119629
2022-04-20,21.448015213012695
2022-04-21,20.151071548461914
2022-04-22,19.4841251373291
2022-04-25,19.87051773071289
2022-04-26,18.758272171020508
2022-04-27,18.3858642578125
2022-04-28,19.750699996948242
2022-04-29,18.517654418945312
2022-05-02,19.50209617614746
2022-05-03,19.570985794067383
2022-05-04,20.30182647705078
2022-05-05,18.814189910888672
2022-05-06,18.64545440673828
2022-05-09,16.923181533813477
2022-05-10,17.567161560058594
2022-05-11,16.60368537902832
2022-05-12,16.1494083404541
2022-05-13,17.677988052368164
2022-05-16,17.23668670654297
2022-05-17,18.148239135742188
2022-05-18,16.91120147705078
2022-05-19,17.096908569335938
2022-05-20,16.66758918762207
2022-05-23,16.871265411376953
2022-05-24,16.12843894958496
2022-05-25,16.94814682006836
2022-05-26,17.82275390625
2022-05-27,18.781240463256836
2022-05-31,18.642459869384766
2022-06-01,18.291015625
2022-06-02,19.56100082397461
2022-06-03,18.690385818481445
2022-06-06,18.756277084350586
2022-06-07,18.896059036254883
2022-06-08,18.622434616088867
2022-06-09,18.02325439453125
2022-06-10,16.950729370117188
2022-06-13,15.625548362731934
2022-06-14,15.814290046691895
2022-06-15,16.504343032836914
2022-06-16,15.579608917236328
2022-06-17,15.858227729797363
2022-06-21,16.543289184570312
2022-06-22,16.337574005126953
2022-06-23,16.202754974365234
2022-06-24,17.102519989013672
2022-06-27,16.845869064331055
2022-06-28,15.960089683532715
2022-06-29,15.520691871643066
2022-06-30,15.13821792602539
2022-07-01,14.503087997436523
2022-07-05,14.94348430633545
2022-07-06,15.10925579071045
2022-07-07,15.83625602722168
2022-07-08,15.816285133361816
2022-07-11,15.131224632263184
2022-07-12,15.061322212219238
2022-07-13,15.143210411071777
2022-07-14,15.350924491882324
2022-07-15,15.74039077758789
2022-07-18,16.07892417907715
2022-07-19,16.968704223632812
2022-07-20,17.782581329345703
2022-07-21,18.025253295898438
2022-07-22,17.29525375366211
2022-07-25,17.000659942626953
2022-07-26,16.510334014892578
2022-07-27,17.765609741210938
2022-07-28,17.9593448638916
2022-07-29,18.138099670410156
2022-08-01,18.415719985961914
2022-08-02,18.50059700012207
2022-08-03,18.867095947265625
2022-08-04,19.188657760620117
2022-08-05,18.962961196899414
2022-08-08,17.768606185913086
2022-08-09,17.06257438659668
2022-08-10,18.072189331054688
2022-08-11,17.91739845275879
2022-08-12,18.683349609375
2022-08-15,19.005905151367188
2022-08-16,18.853116989135742
2022-08-17,18.30986213684082
2022-08-18,18.74726676940918
2022-08-19,17.824525833129883
2022-08-22,17.01064682006836
2022-08-23,17.157442092895508
2022-08-24,17.198387145996094
2022-08-25,17.88844108581543
2022-08-26,16.237707138061523
2022-08-29,15.779335021972656
2022-08-30,15.446794509887695
2022-08-31,15.073307037353516
2022-09-01,13.917891502380371
2022-09-02,13.628290176391602
2022-09-06,13.446537971496582
2022-09-07,13.699268341064453
2022-09-08,13.974969863891602
2022-09-09,14.371545791625977
2022-09-12,14.489418983459473
2022-09-13,13.11689281463623
2022-09-14,13.113897323608398
2022-09-15,12.91511058807373
2022-09-16,13.183820724487305
2022-09-19,13.36762523651123
2022-09-20,13.161843299865723
2022-09-21,13.246753692626953
2022-09-22,12.547506332397461
2022-09-23,12.50255298614502
2022-09-26,12.214863777160645
2022-09-27,12.399665832519531
2022-09-28,12.722317695617676
2022-09-29,12.20687198638916
2022-09-30,12.125959396362305
2022-10-03,12.49855899810791
2022-10-04,13.152853965759277
2022-10-05,13.194808959960938
2022-10-06,13.115894317626953
2022-10-07,12.063026428222656
2022-10-10,11.657461166381836
2022-10-11,11.573554992675781
2022-10-12,11.487646102905273
2022-10-13,11.947151184082031
2022-10-14,11.21493911743164
2022-10-17,11.875227928161621
2022-10-18,11.954143524169922
2022-10-19,12.038054466247559
2022-10-20,12.180901527404785
2022-10-21,12.452607154846191
2022-10-24,12.585466384887695
2022-10-25,13.246753692626953
2022-10-26,12.882144927978516
2022-10-27,13.161843299865723
2022-10-28,13.81913948059082
2022-10-31,13.482501029968262
2022-11-01,13.528451919555664
2022-11-02,13.204797744750977
2022-11-03,13.406580924987793
2022-11-04,14.140792846679688
2022-11-07,14.285635948181152
2022-11-08,14.586313247680664
2022-11-09,13.761200904846191
2022-11-10,15.73307991027832
2022-11-11,16.309459686279297
2022-11-14,16.277494430541992
2022-11-15,16.648096084594727
2022-11-16,15.892908096313477
2022-11-17,15.660157203674316
2022-11-18,15.392447471618652
2022-11-21,15.300545692443848
2022-11-22,16.020769119262695
2022-11-23,16.50125503540039
2022-11-25,16.25252342224121
2022-11-28,15.809996604919434
2022-11-29,15.622199058532715
2022-11-30,16.909141540527344
2022-12-01,17.120969772338867
2022-12-02,16.8621826171875
2022-12-05,16.59640121459961
2022-12-06,15.97391128540039
2022-12-07,16.10680389404297
2022-12-08,17.154945373535156
2022-12-09,16.987079620361328
2022-12-12,17.520645141601562
2022-12-13,18.057205200195312
2022-12-14,17.659526824951172
2022-12-15,16.938121795654297
2022-12-16,16.557430267333984
2022-12-19,16.240690231323242
2022-12-20,16.07183074951172
2022-12-21,16.487485885620117
2022-12-22,15.326440811157227
2022-12-23,15.193550109863281
2022-12-27,14.1094388961792
2022-12-28,14.024507522583008
2022-12-29,14.591043472290039
2022-12-30,14.602034568786621
2023-01-03,14.303278923034668
2023-01-04,14.736923217773438
2023-01-05,14.25332260131836
2023-01-06,14.846834182739258
2023-01-09,15.615204811096191
2023-01-10,15.895975112915039
2023-01-11,15.987897872924805
2023-01-12,16.497482299804688
2023-01-13,16.885162353515625
2023-01-17,17.68750762939453
2023-01-18,17.362777709960938
2023-01-19,16.751272201538086
2023-01-20,17.82439422607422
2023-01-23,19.17728614807129
2023-01-24,19.249223709106445
2023-01-25,19.307180404663086
2023-01-26,19.785785675048828
2023-01-27,20.348325729370117
2023-01-30,19.14631462097168
2023-01-31,19.52100372314453
2023-02-01,20.92585563659668
2023-02-02,21.691225051879883
2023-02-03,21.08272361755371
2023-02-06,21.07173728942871
2023-02-07,22.154844284057617
2023-02-08,22.186819076538086
2023-02-09,22.31871223449707
2023-02-10,21.247589111328125
2023-02-13,21.770158767700195
2023-02-14,22.952192306518555
2023-02-15,22.745363235473633
2023-02-16,21.983989715576172
2023-02-17,21.370487213134766
2023-02-21,20.638090133666992
2023-02-22,20.73700714111328
2023-02-23,23.64462661743164
2023-02-24,23.266935348510742
2023-02-27,23.48175621032715
2023-02-28,23.196990966796875
2023-03-01,22.67941665649414
2023-03-02,23.294910430908203
2023-03-03,23.870437622070312
2023-03-06,23.534717559814453
2023-03-07,23.272884368896484
2023-03-08,24.165307998657227
2023-03-09,23.420791625976562
2023-03-10,22.950092315673828
2023-03-13,22.951091766357422
2023-03-14,24.047380447387695
2023-03-15,24.2122745513916
2023-03-16,25.524423599243164
2023-03-17,25.708303451538086
2023-03-20,25.883190155029297
2023-03-21,26.181995391845703
2023-03-22,26.45081901550293
2023-03-23,27.17335319519043
2023-03-24,26.761621475219727
2023-03-27,26.51378059387207
2023-03-28,26.392860412597656
2023-03-29,26.96648597717285
2023-03-30,27.3652286529541
2023-03-31,27.75897216796875
2023-04-03,27.94684600830078
2023-04-04,27.435182571411133
2023-04-05,26.863554000854492
2023-04-06,27.019454956054688
2023-04-10,27.561100006103516
2023-04-11,27.1513671875
2023-04-12,26.47780418395996
2023-04-13,26.445823669433594
2023-04-14,26.74063491821289
2023-04-17,26.98447608947754
2023-04-18,27.649044036865234
2023-04-19,27.912870407104492
2023-04-20,27.086410522460938
2023-04-21,27.101396560668945
2023-04-24,27.024450302124023
2023-04-25,26.223968505859375
2023-04-26,26.93850326538086
2023-04-27,27.208330154418945
2023-04-28,27.73099136352539
2023-05-01,28.8912353515625
2023-05-02,28.191688537597656
2023-05-03,27.78395652770996
2023-05-04,27.544113159179688
2023-05-05,28.661386489868164
2023-05-08,29.132076263427734
2023-05-09,28.552453994750977
2023-05-10,28.866252899169922
2023-05-11,28.559450149536133
2023-05-12,28.32160758972168
2023-05-15,28.934207916259766
2023-05-16,29.194040298461914
2023-05-17,30.15841293334961
2023-05-18,31.657438278198242
2023-05-19,31.24370765686035
2023-05-22,31.15576934814453
2023-05-23,30.66808319091797
2023-05-24,30.518177032470703
2023-05-25,37.95534896850586
2023-05-26,38.92072296142578
2023-05-30,40.084964752197266
2023-05-31,37.80944061279297
2023-06-01,39.74419021606445
2023-06-02,39.30147933959961
2023-06-05,39.14557647705078
2023-06-06,38.62891387939453
2023-06-07,37.45454788208008
2023-06-08,38.488990783691406
2023-06-09,38.748844146728516
2023-06-12,39.4604606628418
2023-06-13,40.99961471557617
2023-06-14,42.973541259765625
2023-06-15,42.629730224609375
2023-06-16,42.668704986572266
2023-06-20,43.78409194946289
2023-06-21,43.021514892578125
2023-06-22,43.00152587890625
2023-06-23,42.185970306396484
2023-06-26,40.60982894897461
2023-06-27,41.8531494140625
2023-06-28,41.094566345214844
2023-06-29,40.79972457885742
2023-06-30,42.2789192199707
2023-07-03,42.38985824584961
2023-07-05,42.29391098022461
2023-07-06,42.08002853393555
2023-07-07,42.47980499267578
2023-07-10,42.156986236572266
2023-07-11,42.381858825683594
2023-07-12,43.87804412841797
2023-07-13,45.95191192626953
2023-07-14,45.444190979003906
2023-07-17,46.43564987182617
2023-07-18,47.46807861328125
2023-07-19,47.05131530761719
2023-07-20,45.49516296386719
2023-07-21,44.284820556640625
2023-07-24,44.58766555786133
2023-07-25,45.654075622558594
2023-07-26,45.42719650268555
2023-07-27,45.87495803833008
2023-07-28,46.72449493408203
2023-07-31,46.70350646972656
2023-08-01,46.481624603271484
2023-08-02,44.244850158691406
2023-08-03,44.4907112121582
2023-08-04,44.655616760253906
2023-08-07,45.39221954345703
2023-08-08,44.6396369934082
2023-08-09,42.530784606933594
2023-08-10,42.36487579345703
2023-08-11,40.83270263671875
2023-08-14,43.7291259765625
2023-08-15,43.91602325439453
2023-08-16,43.46227264404297
2023-08-17,43.32034683227539
2023-08-18,43.27537536621094
2023-08-21,46.941375732421875
2023-08-22,45.6430778503418
2023-08-23,47.09029769897461
2023-08-24,47.137264251708984
2023-08-25,45.99288558959961
2023-08-28,46.809444427490234
2023-08-29,48.757381439208984
2023-08-30,49.23712158203125
2023-08-31,49.32807159423828
2023-09-01,48.48253631591797
2023-09-05,48.52151107788086
2023-09-06,47.0391960144043
2023-09-07,46.219573974609375
2023-09-08,45.55088806152344
2023-09-11,45.15707015991211
2023-09-12,44.849212646484375
2023-09-13,45.463932037353516
